Changed database context to 'Practica1'.
CountryName                                                                                                                                            Year        Month       TripCount  
Suriname                                                                                                                                                      2022           2          14
Suriname                                                                                                                                                      2022           3          14
Suriname                                                                                                                                                      2022           4          10
Suriname                                                                                                                                                      2022           5          10
Suriname                                                                                                                                                      2022           6          13
Suriname                                                                                                                                                      2022           7           9
Suriname                                                                                                                                                      2022           8          15
Suriname                                                                                                                                                      2022           9          15
Suriname                                                                                                                                                      2022          10          18
Suriname                                                                                                                                                      2022          11          17
Suriname                                                                                                                                                      2022          12          14
Sweden                                                                                                                                                        2022           1          46
Sweden                                                                                                                                                        2022           2          48
Sweden                                                                                                                                                        2022           3          53
Sweden                                                                                                                                                        2022           4          27
Sweden                                                                                                                                                        2022           5          51
Sweden                                                                                                                                                        2022           6          43
Sweden                                                                                                                                                        2022           7          67
Sweden                                                                                                                                                        2022           8          39
Sweden                                                                                                                                                        2022           9          41
Sweden                                                                                                                                                        2022          10          62
Sweden                                                                                                                                                        2022          11          54
Sweden                                                                                                                                                        2022          12          48
Switzerland                                                                                                                                                   2022           1          12
Switzerland                                                                                                                                                   2022           2           6
Switzerland                                                                                                                                                   2022           3           9
Switzerland                                                                                                                                                   2022           4          14
Switzerland                                                                                                                                                   2022           5          12
Switzerland                                                                                                                                                   2022           6          14
Switzerland                                                                                                                                                   2022           7          13
Switzerland                                                                                                                                                   2022           8          21
Switzerland                                                                                                                                                   2022           9          10
Switzerland                                                                                                                                                   2022          10          14
Switzerland                                                                                                                                                   2022          11          11
Switzerland                                                                                                                                                   2022          12          10
Syrian Arab Republic                                                                                                                                          2022           1          11
Syrian Arab Republic                                                                                                                                          2022           2           7
Syrian Arab Republic                                                                                                                                          2022           3           8
Syrian Arab Republic                                                                                                                                          2022           4           3
Syrian Arab Republic                                                                                                                                          2022           5           6
Syrian Arab Republic                                                                                                                                          2022           6          10
Syrian Arab Republic                                                                                                                                          2022           7           6
Syrian Arab Republic                                                                                                                                          2022           8          10
Syrian Arab Republic                                                                                                                                          2022           9           7
Syrian Arab Republic                                                                                                                                          2022          10          10
Syrian Arab Republic                                                                                                                                          2022          11           4
Syrian Arab Republic                                                                                                                                          2022          12           3
Tajikistan                                                                                                                                                    2022           1           2
Tajikistan                                                                                                                                                    2022           2           2
Tajikistan                                                                                                                                                    2022           3           3
Tajikistan                                                                                                                                                    2022           4           4
Tajikistan                                                                                                                                                    2022           5           2
Tajikistan                                                                                                                                                    2022           6           3
Tajikistan                                                                                                                                                    2022           7           6
Tajikistan                                                                                                                                                    2022           8           4
Tajikistan                                                                                                                                                    2022           9           4
Tajikistan                                                                                                                                                    2022          10           6
Tajikistan                                                                                                                                                    2022          11           2
Tajikistan                                                                                                                                                    2022          12           5
Thailand                                                                                                                                                      2022           1          40
Thailand                                                                                                                                                      2022           2          41
Thailand                                                                                                                                                      2022           3          38
Thailand                                                                                                                                                      2022           4          53
Thailand                                                                                                                                                      2022           5          40
Thailand                                                                                                                                                      2022           6          37
Thailand                                                                                                                                                      2022           7          41
Thailand                                                                                                                                                      2022           8          41
Thailand                                                                                                                                                      2022           9          40
Thailand                                                                                                                                                      2022          10          37
Thailand                                                                                                                                                      2022          11          39
Thailand                                                                                                                                                      2022          12          53
Timor-Leste                                                                                                                                                   2022           1           8
Timor-Leste                                                                                                                                                   2022           2           6
Timor-Leste                                                                                                                                                   2022           3          11
Timor-Leste                                                                                                                                                   2022           4           5
Timor-Leste                                                                                                                                                   2022           5           6
Timor-Leste                                                                                                                                                   2022           6           8
Timor-Leste                                                                                                                                                   2022           7           5
Timor-Leste                                                                                                                                                   2022           8           9
Timor-Leste                                                                                                                                                   2022           9           8
Timor-Leste                                                                                                                                                   2022          10           2
Timor-Leste                                                                                                                                                   2022          11           9
Timor-Leste                                                                                                                                                   2022          12           7
Togo                                                                                                                                                          2022           1           2
Togo                                                                                                                                                          2022           2           3
Togo                                                                                                                                                          2022           4           1
Togo                                                                                                                                                          2022           5           3
Togo                                                                                                                                                          2022           6           1
Togo                                                                                                                                                          2022           7           1
Togo                                                                                                                                                          2022           8           4
Togo                                                                                                                                                          2022           9           2
Togo                                                                                                                                                          2022          10           3
Togo                                                                                                                                                          2022          11           2
Togo                                                                                                                                                          2022          12           1
Tonga                                                                                                                                                         2022           1           6
Tonga                                                                                                                                                         2022           2           6
Tonga                                                                                                                                                         2022           3           6
Tonga                                                                                                                                                         2022           4           6
Tonga                                                                                                                                                         2022           5           8
Tonga                                                                                                                                                         2022           6           6
Tonga                                                                                                                                                         2022           7           7
Tonga                                                                                                                                                         2022           8           5
Tonga                                                                                                                                                         2022           9           6
Tonga                                                                                                                                                         2022          10           5
Tonga                                                                                                                                                         2022          11           2
Tonga                                                                                                                                                         2022          12           6
Trinidad and Tobago                                                                                                                                           2022           2           1
Trinidad and Tobago                                                                                                                                           2022           3           1
Trinidad and Tobago                                                                                                                                           2022           4           3
Trinidad and Tobago                                                                                                                                           2022           5           1
Trinidad and Tobago                                                                                                                                           2022           6           2
Trinidad and Tobago                                                                                                                                           2022           7           2
Trinidad and Tobago                                                                                                                                           2022           8           1
Trinidad and Tobago                                                                                                                                           2022          10           2
Trinidad and Tobago                                                                                                                                           2022          11           5
Trinidad and Tobago                                                                                                                                           2022          12           5
Tunisia                                                                                                                                                       2022           1          11
Tunisia                                                                                                                                                       2022           2           8
Tunisia                                                                                                                                                       2022           3           7
Tunisia                                                                                                                                                       2022           4           7
Tunisia                                                                                                                                                       2022           5          10
Tunisia                                                                                                                                                       2022           6           9
Tunisia                                                                                                                                                       2022           7           7
Tunisia                                                                                                                                                       2022           8          10
Tunisia                                                                                                                                                       2022           9          10
Tunisia                                                                                                                                                       2022          10          10
Tunisia                                                                                                                                                       2022          11          10
Tunisia                                                                                                                                                       2022          12           6
Turkey                                                                                                                                                        2022           1          61
Turkey                                                                                                                                                        2022           2          60
Turkey                                                                                                                                                        2022           3          54
Turkey                                                                                                                                                        2022           4          58
Turkey                                                                                                                                                        2022           5          59
Turkey                                                                                                                                                        2022           6          53
Turkey                                                                                                                                                        2022           7          64
Turkey                                                                                                                                                        2022           8          70
Turkey                                                                                                                                                        2022           9          55
Turkey                                                                                                                                                        2022          10          63
Turkey                                                                                                                                                        2022          11          51
Turkey                                                                                                                                                        2022          12          56
Turkmenistan                                                                                                                                                  2022           1           6
Turkmenistan                                                                                                                                                  2022           2           4
Turkmenistan                                                                                                                                                  2022           3           3
Turkmenistan                                                                                                                                                  2022           4           6
Turkmenistan                                                                                                                                                  2022           5           4
Turkmenistan                                                                                                                                                  2022           6           8
Turkmenistan                                                                                                                                                  2022           7           3
Turkmenistan                                                                                                                                                  2022           8           2
Turkmenistan                                                                                                                                                  2022           9           4
Turkmenistan                                                                                                                                                  2022          10           5
Turkmenistan                                                                                                                                                  2022          11           5
Turkmenistan                                                                                                                                                  2022          12           4
Turks and Caicos Islands                                                                                                                                      2022           1           6
Turks and Caicos Islands                                                                                                                                      2022           2           2
Turks and Caicos Islands                                                                                                                                      2022           3           6
Turks and Caicos Islands                                                                                                                                      2022           4           4
Turks and Caicos Islands                                                                                                                                      2022           5           5
Turks and Caicos Islands                                                                                                                                      2022           6           7
Turks and Caicos Islands                                                                                                                                      2022           7           6
Turks and Caicos Islands                                                                                                                                      2022           8           3
Turks and Caicos Islands                                                                                                                                      2022           9           3
Turks and Caicos Islands                                                                                                                                      2022          10           9
Turks and Caicos Islands                                                                                                                                      2022          11           6
Turks and Caicos Islands                                                                                                                                      2022          12          11
Tuvalu                                                                                                                                                        2022           1           1
Tuvalu                                                                                                                                                        2022           2           1
Tuvalu                                                                                                                                                        2022           3           2
Tuvalu                                                                                                                                                        2022           4           3
Tuvalu                                                                                                                                                        2022           5           1
Tuvalu                                                                                                                                                        2022           7           1
Tuvalu                                                                                                                                                        2022           8           2
Tuvalu                                                                                                                                                        2022          10           2
Tuvalu                                                                                                                                                        2022          11           1
Tuvalu                                                                                                                                                        2022          12           2
Uganda                                                                                                                                                        2022           1          14
Uganda                                                                                                                                                        2022           2          12
Uganda                                                                                                                                                        2022           3          13
Uganda                                                                                                                                                        2022           4           8
Uganda                                                                                                                                                        2022           5          16
Uganda                                                                                                                                                        2022           6           8
Uganda                                                                                                                                                        2022           7          21
Uganda                                                                                                                                                        2022           8          10
Uganda                                                                                                                                                        2022           9          17
Uganda                                                                                                                                                        2022          10          14
Uganda                                                                                                                                                        2022          11          12
Uganda                                                                                                                                                        2022          12           9
Ukraine                                                                                                                                                       2022           1          38
Ukraine                                                                                                                                                       2022           2          34
Ukraine                                                                                                                                                       2022           3          34
Ukraine                                                                                                                                                       2022           4          23
Ukraine                                                                                                                                                       2022           5          37
Ukraine                                                                                                                                                       2022           6          24
Ukraine                                                                                                                                                       2022           7          40
Ukraine                                                                                                                                                       2022           8          32
Ukraine                                                                                                                                                       2022           9          37
Ukraine                                                                                                                                                       2022          10          37
Ukraine                                                                                                                                                       2022          11          36
Ukraine                                                                                                                                                       2022          12          26
United Arab Emirates                                                                                                                                          2022           1          11
United Arab Emirates                                                                                                                                          2022           2          11
United Arab Emirates                                                                                                                                          2022           3          18
United Arab Emirates                                                                                                                                          2022           4          14
United Arab Emirates                                                                                                                                          2022           5          14
United Arab Emirates                                                                                                                                          2022           6          17
United Arab Emirates                                                                                                                                          2022           7          11
United Arab Emirates                                                                                                                                          2022           8          13
United Arab Emirates                                                                                                                                          2022           9          16
United Arab Emirates                                                                                                                                          2022          10          11
United Arab Emirates                                                                                                                                          2022          11          11
United Arab Emirates                                                                                                                                          2022          12          11
United Kingdom                                                                                                                                                2022           1         114
United Kingdom                                                                                                                                                2022           2         118
United Kingdom                                                                                                                                                2022           3         114
United Kingdom                                                                                                                                                2022           4         123
United Kingdom                                                                                                                                                2022           5         121
United Kingdom                                                                                                                                                2022           6         104
United Kingdom                                                                                                                                                2022           7         100
United Kingdom                                                                                                                                                2022           8         115
United Kingdom                                                                                                                                                2022           9         109
United Kingdom                                                                                                                                                2022          10         117
United Kingdom                                                                                                                                                2022          11         121
United Kingdom                                                                                                                                                2022          12         115
United States                                                                                                                                                 2022           1        1933
United States                                                                                                                                                 2022           2        1670
United States                                                                                                                                                 2022           3        1938
United States                                                                                                                                                 2022           4        1750
United States                                                                                                                                                 2022           5        1866
United States                                                                                                                                                 2022           6        1807
United States                                                                                                                                                 2022           7        1909
United States                                                                                                                                                 2022           8        1871
United States                                                                                                                                                 2022           9        1801
United States                                                                                                                                                 2022          10        1898
United States                                                                                                                                                 2022          11        1859
United States                                                                                                                                                 2022          12        1802
United States Minor Outlying Islands                                                                                                                          2022           1           2
United States Minor Outlying Islands                                                                                                                          2022           2           1
United States Minor Outlying Islands                                                                                                                          2022           3           5
United States Minor Outlying Islands                                                                                                                          2022           4           3
United States Minor Outlying Islands                                                                                                                          2022           5           4
United States Minor Outlying Islands                                                                                                                          2022           6           3
United States Minor Outlying Islands                                                                                                                          2022           7           2
